"RANKING","STATUS","ID_PROV","ID_KAB","ID_KEC","NAMA_PROV","NAMA_KAB","NAMA_KEC","TOTAL_DESA","YEAR_NOW","IDM_NOW","STATUS_NOW","IKS_NOW","IKE_NOW","IKL_NOW","JML_DESA_NOW","YEAR_PREV","IDM_PREV","STATUS_PREV","IKS_PREV","IKE_PREV","IKL_PREV","JML_DESA_PREV"
"6016","SANGAT TERTINGGAL","91","9101","910104","PAPUA","KABUPATEN MERAUKE","KIMAAM","14","2021","0.4792","SANGAT TERTINGGAL","0.3012","0.5524","0.5841","14", null
"6017","SANGAT TERTINGGAL","91","9113","911321","PAPUA","KABUPATEN YAHUKIMO","UKHA","10","2021","0.4788","SANGAT TERTINGGAL","0.4150","0.3333","0.6880","10", null
"6018","SANGAT TERTINGGAL","92","9204","920414","PAPUA BARAT","KABUPATEN SORONG SELATAN","KAIS","5","2021","0.4786","SANGAT TERTINGGAL","0.3700","0.4133","0.6526","5","2020","0.4794","SANGAT TERTINGGAL","0.3700","0.4133","0.6549","5"
"6019","SANGAT TERTINGGAL","91","9125","912503","PAPUA","KABUPATEN PUNCAK","BEOGA","8","2021","0.4780","SANGAT TERTINGGAL","0.2125","0.6250","0.5964","8", null
"6020","SANGAT TERTINGGAL","91","9101","910116","PAPUA","KABUPATEN MERAUKE","NGGUTI","6","2021","0.4778","SANGAT TERTINGGAL","0.2556","0.5444","0.6333","6", null
"6021","SANGAT TERTINGGAL","91","9113","911332","PAPUA","KABUPATEN YAHUKIMO","PULDAMA","8","2021","0.4772","SANGAT TERTINGGAL","0.3646","0.5333","0.5336","8", null
"6022","SANGAT TERTINGGAL","12","1224","122407","SUMATERA UTARA","KABUPATEN NIAS UTARA","ALASA","14","2021","0.4771","SANGAT TERTINGGAL","0.3583","0.4905","0.5825","14","2020","0.5042","TERTINGGAL","0.3512","0.5762","0.5853","14"
"6023","SANGAT TERTINGGAL","92","9209","920914","PAPUA BARAT","KABUPATEN TAMBRAUW","BAMUSBAMA","6","2021","0.4768","SANGAT TERTINGGAL","0.2334","0.6667","0.5305","6","2020","0.4750","SANGAT TERTINGGAL","0.2567","0.6667","0.5017","5"
"6024","SANGAT TERTINGGAL","12","1225","122502","SUMATERA UTARA","KABUPATEN NIAS BARAT","SIROMBU","25","2021","0.4767","SANGAT TERTINGGAL","0.2927","0.6000","0.5374","25","2020","0.4785","SANGAT TERTINGGAL","0.2867","0.6107","0.5381","25"
"6025","SANGAT TERTINGGAL","12","1214","121430","SUMATERA UTARA","KABUPATEN NIAS SELATAN","PULAU-PULAU BATU UTARA","12","2021","0.4763","SANGAT TERTINGGAL","0.2292","0.6722","0.5276","12","2020","0.5526","TERTINGGAL","0.2653","0.8111","0.5814","12"
"6026","SANGAT TERTINGGAL","11","1108","110818","ACEH","KABUPATEN ACEH UTARA","LANGKAHAN","23","2021","0.4762","SANGAT TERTINGGAL","0.3899","0.4986","0.5401","23","2020","0.5008","TERTINGGAL","0.3978","0.5420","0.5625","23"
"6027","SANGAT TERTINGGAL","81","8107","810708","MALUKU","KABUPATEN KEPULAUAN ARU","ARU TENGAH SELATAN","7","2021","0.4756","SANGAT TERTINGGAL","0.2095","0.6286","0.5886","7","2020","0.4745","SANGAT TERTINGGAL","0.2095","0.6286","0.5853","7"
"6028","SANGAT TERTINGGAL","11","1108","110827","ACEH","KABUPATEN ACEH UTARA","NISAM ANTARA","6","2021","0.4749","SANGAT TERTINGGAL","0.4083","0.4667","0.5495","6","2020","0.5424","TERTINGGAL","0.5055","0.4778","0.6438","6"
"6029","SANGAT TERTINGGAL","92","9209","920910","PAPUA BARAT","KABUPATEN TAMBRAUW","AMBERBAKEN","9","2021","0.4748","SANGAT TERTINGGAL","0.3208","0.5250","0.5786","8","2020","0.3908","SANGAT TERTINGGAL","0.3019","0.4370","0.4336","9"
"6029","SANGAT TERTINGGAL","91","9120","912005","PAPUA","KABUPATEN MAMBERAMO RAYA","MAMBERAMO HILIR","7","2021","0.4748","SANGAT TERTINGGAL","0.2643","0.5619","0.5984","7","2020","0.4746","SANGAT TERTINGGAL","0.2643","0.5619","0.5975","7"
"6031","SANGAT TERTINGGAL","92","9212","921202","PAPUA BARAT","KABUPATEN PEGUNUNGAN ARFAK","ANGGI GIDA","8","2021","0.4744","SANGAT TERTINGGAL","0.2750","0.6584","0.4900","8","2020","0.4604","SANGAT TERTINGGAL","0.2708","0.6584","0.4522","8"
"6031","SANGAT TERTINGGAL","91","9122","912201","PAPUA","KABUPATEN YALIMO","ELELIM","44","2021","0.4744","SANGAT TERTINGGAL","0.2792","0.6136","0.5305","44", null
"6033","SANGAT TERTINGGAL","92","9212","921210","PAPUA BARAT","KABUPATEN PEGUNUNGAN ARFAK","HINGK","29","2021","0.4740","SANGAT TERTINGGAL","0.2960","0.6552","0.4709","29","2020","0.4416","SANGAT TERTINGGAL","0.2471","0.6552","0.4227","29"
"6034","SANGAT TERTINGGAL","12","1214","121404","SUMATERA UTARA","KABUPATEN NIAS SELATAN","HIBALA","17","2021","0.4739","SANGAT TERTINGGAL","0.2765","0.6314","0.5139","17","2020","0.4778","SANGAT TERTINGGAL","0.3010","0.6039","0.5284","17"
"6035","SANGAT TERTINGGAL","92","9212","921209","PAPUA BARAT","KABUPATEN PEGUNUNGAN ARFAK","MINYAMBAOUW","37","2021","0.4738","SANGAT TERTINGGAL","0.2622","0.6451","0.5143","37","2020","0.4622","SANGAT TERTINGGAL","0.2622","0.6451","0.4795","37"
"6036","SANGAT TERTINGGAL","91","9118","911801","PAPUA","KABUPATEN ASMAT","AGATS","12","2021","0.4733","SANGAT TERTINGGAL","0.1667","0.6667","0.5867","12", null
"6036","SANGAT TERTINGGAL","92","9204","920426","PAPUA BARAT","KABUPATEN SORONG SELATAN","KAIS DARAT","7","2021","0.4733","SANGAT TERTINGGAL","0.2452","0.6000","0.5747","7","2020","0.4733","SANGAT TERTINGGAL","0.2452","0.6000","0.5747","7"
"6038","SANGAT TERTINGGAL","91","9112","911216","PAPUA","KABUPATEN PEGUNUNGAN BINTANG","OK AOM","6","2021","0.4731","SANGAT TERTINGGAL","0.3222","0.6333","0.4638","6", null
"6039","SANGAT TERTINGGAL","91","9123","912303","PAPUA","KABUPATEN LANNY JAYA","MAKKI","8","2021","0.4730","SANGAT TERTINGGAL","0.3145","0.6667","0.4379","8", null
"6040","SANGAT TERTINGGAL","12","1214","121433","SUMATERA UTARA","KABUPATEN NIAS SELATAN","ONOLALU","10","2021","0.4728","SANGAT TERTINGGAL","0.2683","0.6067","0.5434","10","2020","0.5045","TERTINGGAL","0.2967","0.6333","0.5834","10"
"6041","SANGAT TERTINGGAL","91","9110","911003","PAPUA","KABUPATEN SARMI","PANTAI BARAT","16","2021","0.4727","SANGAT TERTINGGAL","0.2479","0.6917","0.4786","16", null
"6041","SANGAT TERTINGGAL","73","7318","731828","SULAWESI SELATAN","KABUPATEN TANA TORAJA","MAPPAK","5","2021","0.4727","SANGAT TERTINGGAL","0.3367","0.5067","0.5749","5","2020","0.4652","SANGAT TERTINGGAL","0.3367","0.4933","0.5657","5"
"6043","SANGAT TERTINGGAL","53","5305","530513","NUSA TENGGARA TIMUR","KABUPATEN ALOR","PUREMAN","4","2021","0.4725","SANGAT TERTINGGAL","0.3375","0.4500","0.6300","4","2020","0.4915","TERTINGGAL","0.4125","0.4333","0.6286","4"
"6044","SANGAT TERTINGGAL","91","9108","910819","PAPUA","KABUPATEN PANIAI","KEBO","13","2021","0.4724","SANGAT TERTINGGAL","0.2372","0.6205","0.5596","13", null
"6045","SANGAT TERTINGGAL","11","1101","110113","ACEH","KABUPATEN ACEH SELATAN","KLUET TENGAH","13","2021","0.4722","SANGAT TERTINGGAL","0.3628","0.4359","0.6180","13","2020","0.4648","SANGAT TERTINGGAL","0.3628","0.4154","0.6163","13"
"6046","SANGAT TERTINGGAL","92","9201","920118","PAPUA BARAT","KABUPATEN SORONG","KLAWAK","11","2021","0.4721","SANGAT TERTINGGAL","0.2879","0.6667","0.4618","11","2020","0.4666","SANGAT TERTINGGAL","0.2833","0.6667","0.4499","11"
"6047","SANGAT TERTINGGAL","92","9210","921015","PAPUA BARAT","KABUPATEN MAYBRAT","AYAMARU SELATAN","10","2021","0.4718","SANGAT TERTINGGAL","0.2633","0.6000","0.5520","10","2020","0.4712","SANGAT TERTINGGAL","0.2600","0.6000","0.5537","10"
"6047","SANGAT TERTINGGAL","92","9210","921003","PAPUA BARAT","KABUPATEN MAYBRAT","AIFAT TIMUR","9","2021","0.4718","SANGAT TERTINGGAL","0.2611","0.6667","0.4876","9","2020","0.4678","SANGAT TERTINGGAL","0.2629","0.6667","0.4737","9"
"6047","SANGAT TERTINGGAL","91","9117","911712","PAPUA","KABUPATEN MAPPI","YAKOMI","7","2021","0.4718","SANGAT TERTINGGAL","0.2048","0.6572","0.5535","7", null
"6050","SANGAT TERTINGGAL","91","9113","911318","PAPUA","KABUPATEN YAHUKIMO","SOBA","6","2021","0.4717","SANGAT TERTINGGAL","0.2722","0.6667","0.4762","6", null
"6051","SANGAT TERTINGGAL","91","9111","911110","PAPUA","KABUPATEN KEEROM","YAFFI","7","2021","0.4714","SANGAT TERTINGGAL","0.3095","0.5905","0.5143","7", null
"6052","SANGAT TERTINGGAL","12","1214","121416","SUMATERA UTARA","KABUPATEN NIAS SELATAN","PULAU-PULAU BATU TIMUR","10","2021","0.4706","SANGAT TERTINGGAL","0.2117","0.7000","0.5000","10","2020","0.4676","SANGAT TERTINGGAL","0.2067","0.7000","0.4960","10"
"6053","SANGAT TERTINGGAL","91","9113","911322","PAPUA","KABUPATEN YAHUKIMO","PANGGEMA","13","2021","0.4704","SANGAT TERTINGGAL","0.1923","0.6616","0.5574","13", null
"6053","SANGAT TERTINGGAL","91","9118","911813","PAPUA","KABUPATEN ASMAT","JETSY","8","2021","0.4704","SANGAT TERTINGGAL","0.1708","0.6667","0.5736","8", null
"6055","SANGAT TERTINGGAL","91","9116","911606","PAPUA","KABUPATEN BOVEN DIGOEL","BOMAKIA","5","2021","0.4697","SANGAT TERTINGGAL","0.2167","0.6667","0.5257","1", null
"6056","SANGAT TERTINGGAL","91","9103","910316","PAPUA","KABUPATEN JAYAPURA","AIRU","6","2021","0.4689","SANGAT TERTINGGAL","0.3917","0.4111","0.6038","6", null
"6057","SANGAT TERTINGGAL","91","9101","910113","PAPUA","KABUPATEN MERAUKE","ANIMHA","5","2021","0.4688","SANGAT TERTINGGAL","0.2334","0.6667","0.5063","5", null
"6058","SANGAT TERTINGGAL","91","9115","911511","PAPUA","KABUPATEN WAROPEN","OUDATE","8","2021","0.4687","SANGAT TERTINGGAL","0.2417","0.6250","0.5393","8", null
"6059","SANGAT TERTINGGAL","92","9201","920120","PAPUA BARAT","KABUPATEN SORONG","MAUDUS","9","2021","0.4686","SANGAT TERTINGGAL","0.2241","0.6593","0.5226","9","2020","0.4467","SANGAT TERTINGGAL","0.2259","0.6519","0.4622","9"
"6060","SANGAT TERTINGGAL","91","9102","910250","PAPUA","KABUPATEN JAYAWIJAYA","WITA WAYA","5","2021","0.4683","SANGAT TERTINGGAL","0.2367","0.5867","0.5817","5", null
"6061","SANGAT TERTINGGAL","91","9118","911808","PAPUA","KABUPATEN ASMAT","SURU-SURU","23","2021","0.4680","SANGAT TERTINGGAL","0.2797","0.5942","0.5299","23", null
"6062","SANGAT TERTINGGAL","12","1225","122507","SUMATERA UTARA","KABUPATEN NIAS BARAT","LOLOFITU MOI","8","2021","0.4677","SANGAT TERTINGGAL","0.3062","0.5333","0.5636","8","2020","0.5021","TERTINGGAL","0.3146","0.5917","0.6000","8"
"6063","SANGAT TERTINGGAL","12","1204","120428","SUMATERA UTARA","KABUPATEN NIAS","MA'U","11","2021","0.4675","SANGAT TERTINGGAL","0.2697","0.5333","0.5995","11","2020","0.4639","SANGAT TERTINGGAL","0.2591","0.5273","0.6052","11"
"6064","SANGAT TERTINGGAL","53","5302","530215","NUSA TENGGARA TIMUR","KABUPATEN TIMOR TENGAH SELATAN","BOKING","7","2021","0.4671","SANGAT TERTINGGAL","0.3429","0.4952","0.5633","7","2020","0.4678","SANGAT TERTINGGAL","0.3143","0.5333","0.5559","7"
"6065","SANGAT TERTINGGAL","82","8201","820102","MALUKU UTARA","KABUPATEN HALMAHERA BARAT","LOLODA","27","2021","0.4669","SANGAT TERTINGGAL","0.2870","0.5753","0.5384","27","2020","0.4556","SANGAT TERTINGGAL","0.2667","0.6000","0.5001","27"
"6066","SANGAT TERTINGGAL","91","9109","910902","PAPUA","KABUPATEN MIMIKA","AGIMUGA","8","2021","0.4666","SANGAT TERTINGGAL","0.2313","0.6250","0.5436","8","2020","0.4668","SANGAT TERTINGGAL","0.2313","0.6250","0.5443","8"
"6067","SANGAT TERTINGGAL","92","9206","920602","PAPUA BARAT","KABUPATEN TELUK BINTUNI","MERDEY","9","2021","0.4663","SANGAT TERTINGGAL","0.2648","0.6593","0.4749","9","2020","0.4621","SANGAT TERTINGGAL","0.2611","0.6593","0.4660","9"
"6068","SANGAT TERTINGGAL","91","9117","911713","PAPUA","KABUPATEN MAPPI","BAMGI","5","2021","0.4662","SANGAT TERTINGGAL","0.1967","0.6534","0.5486","5", null
"6069","SANGAT TERTINGGAL","91","9102","910252","PAPUA","KABUPATEN JAYAWIJAYA","WADANGKU","5","2021","0.4659","SANGAT TERTINGGAL","0.3100","0.6134","0.4743","5", null
"6070","SANGAT TERTINGGAL","92","9210","921013","PAPUA BARAT","KABUPATEN MAYBRAT","AIFAT TIMUR JAUH","7","2021","0.4657","SANGAT TERTINGGAL","0.3071","0.6286","0.4612","7","2020","0.4740","SANGAT TERTINGGAL","0.3119","0.6286","0.4816","7"
"6071","SANGAT TERTINGGAL","91","9102","910203","PAPUA","KABUPATEN JAYAWIJAYA","KURULU","12","2021","0.4656","SANGAT TERTINGGAL","0.2750","0.6167","0.5052","12", null
"6071","SANGAT TERTINGGAL","92","9201","920152","PAPUA BARAT","KABUPATEN SORONG","HOBARD","7","2021","0.4656","SANGAT TERTINGGAL","0.3095","0.6286","0.4588","7","2020","0.4688","SANGAT TERTINGGAL","0.3071","0.6095","0.4898","7"
"6073","SANGAT TERTINGGAL","91","9109","910906","PAPUA","KABUPATEN MIMIKA","JILA","12","2021","0.4653","SANGAT TERTINGGAL","0.2125","0.6500","0.5333","12","2020","0.4591","SANGAT TERTINGGAL","0.2153","0.6167","0.5452","12"
"6074","SANGAT TERTINGGAL","91","9116","911601","PAPUA","KABUPATEN BOVEN DIGOEL","MANDOBO","5","2021","0.4650","SANGAT TERTINGGAL","0.2167","0.6667","0.5114","2", null
"6075","SANGAT TERTINGGAL","91","9117","911711","PAPUA","KABUPATEN MAPPI","SYAHCAME","6","2021","0.4646","SANGAT TERTINGGAL","0.1861","0.6667","0.5409","6", null
"6076","SANGAT TERTINGGAL","12","1214","121424","SUMATERA UTARA","KABUPATEN NIAS SELATAN","ULUSUSUA","12","2021","0.4643","SANGAT TERTINGGAL","0.2639","0.6333","0.4957","12","2020","0.4603","SANGAT TERTINGGAL","0.2556","0.6445","0.4810","12"
"6077","SANGAT TERTINGGAL","91","9113","911301","PAPUA","KABUPATEN YAHUKIMO","KURIMA","22","2021","0.4642","SANGAT TERTINGGAL","0.3342","0.5649","0.4935","19", null
"6078","SANGAT TERTINGGAL","91","9102","910227","PAPUA","KABUPATEN JAYAWIJAYA","MUSATFAK","10","2021","0.4640","SANGAT TERTINGGAL","0.3150","0.6067","0.4703","10", null
"6079","SANGAT TERTINGGAL","91","9126","912604","PAPUA","KABUPATEN DOGIYAI","KAMU UTARA","10","2021","0.4635","SANGAT TERTINGGAL","0.3800","0.5533","0.4572","10", null
"6080","SANGAT TERTINGGAL","91","9112","911208","PAPUA","KABUPATEN PEGUNUNGAN BINTANG","ABOY","7","2021","0.4633","SANGAT TERTINGGAL","0.2357","0.6000","0.5543","7", null
"6081","SANGAT TERTINGGAL","91","9108","910831","PAPUA","KABUPATEN PANIAI","DEIYAI MIYO","6","2021","0.4630","SANGAT TERTINGGAL","0.3028","0.5445","0.5419","6", null
"6082","SANGAT TERTINGGAL","12","1225","122506","SUMATERA UTARA","KABUPATEN NIAS BARAT","MANDREHE UTARA","12","2021","0.4625","SANGAT TERTINGGAL","0.2986","0.5055","0.5833","12","2020","0.4544","SANGAT TERTINGGAL","0.2736","0.5111","0.5786","12"
"6083","SANGAT TERTINGGAL","12","1204","120427","SUMATERA UTARA","KABUPATEN NIAS","ULUGAWO","14","2021","0.4621","SANGAT TERTINGGAL","0.2988","0.5762","0.5114","14","2020","0.4494","SANGAT TERTINGGAL","0.2726","0.5810","0.4947","14"
"6084","SANGAT TERTINGGAL","91","9127","912702","PAPUA","KABUPATEN INTAN JAYA","HOMEYO","21","2021","0.4620","SANGAT TERTINGGAL","0.2770","0.6413","0.4677","21", null
"6085","SANGAT TERTINGGAL","91","9123","912310","PAPUA","KABUPATEN LANNY JAYA","POGA","13","2021","0.4617","SANGAT TERTINGGAL","0.2500","0.6667","0.4686","13", null
"6086","SANGAT TERTINGGAL","92","9206","920618","PAPUA BARAT","KABUPATEN TELUK BINTUNI","BISCOOP","7","2021","0.4616","SANGAT TERTINGGAL","0.2881","0.6476","0.4490","7","2020","0.4651","SANGAT TERTINGGAL","0.2881","0.6476","0.4596","7"
"6087","SANGAT TERTINGGAL","92","9206","920606","PAPUA BARAT","KABUPATEN TELUK BINTUNI","MOSKONA UTARA","4","2021","0.4615","SANGAT TERTINGGAL","0.2250","0.6667","0.4928","4","2020","0.4615","SANGAT TERTINGGAL","0.2250","0.6667","0.4928","4"
"6087","SANGAT TERTINGGAL","92","9210","921024","PAPUA BARAT","KABUPATEN MAYBRAT","MARE SELATAN","9","2021","0.4615","SANGAT TERTINGGAL","0.2555","0.6667","0.4622","9","2020","0.4668","SANGAT TERTINGGAL","0.2852","0.6593","0.4559","9"
"6089","SANGAT TERTINGGAL","14","1401","140109","RIAU","KABUPATEN KAMPAR","KAMPAR KIRI HULU","24","2021","0.4613","SANGAT TERTINGGAL","0.2812","0.5917","0.5110","24","2020","0.4617","SANGAT TERTINGGAL","0.2806","0.5944","0.5100","24"
"6090","SANGAT TERTINGGAL","91","9123","912330","PAPUA","KABUPATEN LANNY JAYA","KULY LANNY","8","2021","0.4611","SANGAT TERTINGGAL","0.2959","0.6417","0.4457","8", null
"6091","SANGAT TERTINGGAL","91","9112","911229","PAPUA","KABUPATEN PEGUNUNGAN BINTANG","MOFINOP","5","2021","0.4605","SANGAT TERTINGGAL","0.3300","0.6000","0.4514","5", null
"6092","SANGAT TERTINGGAL","12","1214","121414","SUMATERA UTARA","KABUPATEN NIAS SELATAN","UMBUNASI","11","2021","0.4604","SANGAT TERTINGGAL","0.2545","0.6606","0.4660","11","2020","0.4533","SANGAT TERTINGGAL","0.2303","0.6606","0.4691","11"
"6093","SANGAT TERTINGGAL","91","9116","911609","PAPUA","KABUPATEN BOVEN DIGOEL","ARIMOP","7","2021","0.4601","SANGAT TERTINGGAL","0.2167","0.6667","0.4971","7", null
"6094","SANGAT TERTINGGAL","91","9104","910412","PAPUA","KABUPATEN NABIRE","TELUK UMAR","4","2021","0.4599","SANGAT TERTINGGAL","0.2000","0.6667","0.5128","4", null
"6094","SANGAT TERTINGGAL","92","9201","920104","PAPUA BARAT","KABUPATEN SORONG","BERAUR","13","2021","0.4599","SANGAT TERTINGGAL","0.2398","0.6667","0.4734","13","2020","0.4385","SANGAT TERTINGGAL","0.2167","0.6667","0.4321","13"
"6096","SANGAT TERTINGGAL","92","9210","921011","PAPUA BARAT","KABUPATEN MAYBRAT","MARE","9","2021","0.4598","SANGAT TERTINGGAL","0.2944","0.6445","0.4406","9","2020","0.4598","SANGAT TERTINGGAL","0.2944","0.6445","0.4406","9"
"6097","SANGAT TERTINGGAL","12","1214","121427","SUMATERA UTARA","KABUPATEN NIAS SELATAN","BORONADU","10","2021","0.4597","SANGAT TERTINGGAL","0.3217","0.5333","0.5240","10","2020","0.4630","SANGAT TERTINGGAL","0.3433","0.5000","0.5457","10"
"6098","SANGAT TERTINGGAL","91","9123","912304","PAPUA","KABUPATEN LANNY JAYA","GAMELIA","8","2021","0.4594","SANGAT TERTINGGAL","0.2646","0.6667","0.4472","8", null
"6099","SANGAT TERTINGGAL","91","9118","911805","PAPUA","KABUPATEN ASMAT","FAYIT","23","2021","0.4592","SANGAT TERTINGGAL","0.2855","0.5768","0.5153","23", null
"6100","SANGAT TERTINGGAL","92","9201","920144","PAPUA BARAT","KABUPATEN SORONG","BAGUN","9","2021","0.4589","SANGAT TERTINGGAL","0.2093","0.6519","0.5155","9","2020","0.4466","SANGAT TERTINGGAL","0.2167","0.6445","0.4787","9"
"6101","SANGAT TERTINGGAL","91","9102","910255","PAPUA","KABUPATEN JAYAWIJAYA","TAGIME","11","2021","0.4587","SANGAT TERTINGGAL","0.3212","0.6667","0.3881","11", null
"6102","SANGAT TERTINGGAL","12","1214","121429","SUMATERA UTARA","KABUPATEN NIAS SELATAN","PULAU-PULAU BATU BARAT","9","2021","0.4585","SANGAT TERTINGGAL","0.2389","0.6593","0.4775","9","2020","0.4615","SANGAT TERTINGGAL","0.2426","0.6593","0.4826","9"
"6103","SANGAT TERTINGGAL","91","9106","910619","PAPUA","KABUPATEN BIAK NUMFOR","AIMANDO PADAIDO","13","2021","0.4582","SANGAT TERTINGGAL","0.2192","0.6410","0.5143","13", null
"6104","SANGAT TERTINGGAL","91","9101","910115","PAPUA","KABUPATEN MERAUKE","TUBANG","6","2021","0.4580","SANGAT TERTINGGAL","0.2139","0.6667","0.4933","6", null
"6105","SANGAT TERTINGGAL","92","9204","920424","PAPUA BARAT","KABUPATEN SORONG SELATAN","FOKOUR","4","2021","0.4579","SANGAT TERTINGGAL","0.3583","0.4667","0.5486","4","2020","0.4574","SANGAT TERTINGGAL","0.3583","0.4667","0.5472","4"
"6106","SANGAT TERTINGGAL","12","1225","122508","SUMATERA UTARA","KABUPATEN NIAS BARAT","ULU MORO'O","5","2021","0.4574","SANGAT TERTINGGAL","0.4000","0.4133","0.5588","5","2020","0.4707","SANGAT TERTINGGAL","0.3600","0.4933","0.5589","5"
"6107","SANGAT TERTINGGAL","92","9201","920140","PAPUA BARAT","KABUPATEN SORONG","KLAYILI","8","2021","0.4572","SANGAT TERTINGGAL","0.2542","0.6667","0.4507","8","2020","0.4572","SANGAT TERTINGGAL","0.2542","0.6667","0.4507","8"
"6108","SANGAT TERTINGGAL","92","9212","921205","PAPUA BARAT","KABUPATEN PEGUNUNGAN ARFAK","DIDOHU","14","2021","0.4569","SANGAT TERTINGGAL","0.2536","0.6619","0.4551","14","2020","0.4495","SANGAT TERTINGGAL","0.2524","0.6619","0.4343","14"
"6109","SANGAT TERTINGGAL","12","1214","121417","SUMATERA UTARA","KABUPATEN NIAS SELATAN","MAZO","10","2021","0.4565","SANGAT TERTINGGAL","0.2917","0.5600","0.5177","10","2020","0.4656","SANGAT TERTINGGAL","0.2833","0.5867","0.5268","10"
"6110","SANGAT TERTINGGAL","91","9117","911702","PAPUA","KABUPATEN MAPPI","MAMBIOMAN BAPAI","15","2021","0.4559","SANGAT TERTINGGAL","0.2389","0.6267","0.5021","15", null
"6111","SANGAT TERTINGGAL","91","9120","912007","PAPUA","KABUPATEN MAMBERAMO RAYA","BENUKI","8","2021","0.4555","SANGAT TERTINGGAL","0.2687","0.5833","0.5143","8","2020","0.4618","SANGAT TERTINGGAL","0.2916","0.5917","0.5022","8"
"6112","SANGAT TERTINGGAL","91","9111","911107","PAPUA","KABUPATEN KEEROM","TOWE","10","2021","0.4554","SANGAT TERTINGGAL","0.2450","0.6000","0.5211","10", null
"6112","SANGAT TERTINGGAL","91","9113","911302","PAPUA","KABUPATEN YAHUKIMO","ANGGRUK","12","2021","0.4554","SANGAT TERTINGGAL","0.3167","0.6500","0.3995","12", null
"6114","SANGAT TERTINGGAL","91","9113","911324","PAPUA","KABUPATEN YAHUKIMO","NIPSAN","8","2021","0.4552","SANGAT TERTINGGAL","0.3083","0.6167","0.4407","8", null
"6115","SANGAT TERTINGGAL","12","1214","121428","SUMATERA UTARA","KABUPATEN NIAS SELATAN","SIMUK","6","2021","0.4549","SANGAT TERTINGGAL","0.2417","0.5667","0.5562","6","2020","0.4490","SANGAT TERTINGGAL","0.2500","0.5667","0.5305","6"
"6116","SANGAT TERTINGGAL","91","9118","911815","PAPUA","KABUPATEN ASMAT","KOPAY","10","2021","0.4548","SANGAT TERTINGGAL","0.1833","0.6667","0.5143","10", null
"6116","SANGAT TERTINGGAL","91","9123","912325","PAPUA","KABUPATEN LANNY JAYA","BRUWA","9","2021","0.4548","SANGAT TERTINGGAL","0.2667","0.6667","0.4311","9", null
"6118","SANGAT TERTINGGAL","91","9121","912103","PAPUA","KABUPATEN MAMBERAMO TENGAH","ERAGAYAM","15","2021","0.4546","SANGAT TERTINGGAL","0.2844","0.6534","0.4259","15", null
"6119","SANGAT TERTINGGAL","91","9108","910820","PAPUA","KABUPATEN PANIAI","YATAMO","5","2021","0.4545","SANGAT TERTINGGAL","0.2800","0.5600","0.5234","5", null
"6120","SANGAT TERTINGGAL","92","9209","920928","PAPUA BARAT","KABUPATEN TAMBRAUW","KASI","12","2021","0.4544","SANGAT TERTINGGAL","0.2555","0.7222","0.3853","12","2020","0.3898","SANGAT TERTINGGAL","0.2361","0.5889","0.3443","12"
"6121","SANGAT TERTINGGAL","91","9127","912703","PAPUA","KABUPATEN INTAN JAYA","WANDAI","9","2021","0.4541","SANGAT TERTINGGAL","0.2407","0.6593","0.4622","9", null
"6122","SANGAT TERTINGGAL","92","9201","920148","PAPUA BARAT","KABUPATEN SORONG","SAENGKEDUK","6","2021","0.4540","SANGAT TERTINGGAL","0.2611","0.6667","0.4343","6","2020","0.4537","SANGAT TERTINGGAL","0.2611","0.6667","0.4333","6"
"6122","SANGAT TERTINGGAL","91","9123","912326","PAPUA","KABUPATEN LANNY JAYA","BALINGGA BARAT","8","2021","0.4540","SANGAT TERTINGGAL","0.2667","0.6667","0.4286","8", null
"6122","SANGAT TERTINGGAL","91","9123","912328","PAPUA","KABUPATEN LANNY JAYA","KOLAWA","10","2021","0.4540","SANGAT TERTINGGAL","0.2667","0.6667","0.4286","10", null
"6122","SANGAT TERTINGGAL","91","9123","912329","PAPUA","KABUPATEN LANNY JAYA","GELOK BEAM","9","2021","0.4540","SANGAT TERTINGGAL","0.2667","0.6667","0.4286","9", null
"6126","SANGAT TERTINGGAL","91","9117","911704","PAPUA","KABUPATEN MAPPI","EDERA","6","2021","0.4536","SANGAT TERTINGGAL","0.2389","0.6000","0.5219","6", null
"6127","SANGAT TERTINGGAL","91","9108","910804","PAPUA","KABUPATEN PANIAI","ARADIDE","13","2021","0.4533","SANGAT TERTINGGAL","0.2538","0.6103","0.4958","13", null
"6128","SANGAT TERTINGGAL","91","9117","911708","PAPUA","KABUPATEN MAPPI","PASSUE","13","2021","0.4532","SANGAT TERTINGGAL","0.2205","0.6359","0.5033","13", null
"6129","SANGAT TERTINGGAL","91","9123","912306","PAPUA","KABUPATEN LANNY JAYA","MELAGINERI","8","2021","0.4530","SANGAT TERTINGGAL","0.2667","0.6500","0.4421","8", null
"6130","SANGAT TERTINGGAL","91","9127","912701","PAPUA","KABUPATEN INTAN JAYA","SUGAPA","17","2021","0.4526","SANGAT TERTINGGAL","0.3892","0.4235","0.5452","17", null
"6131","SANGAT TERTINGGAL","91","9109","910905","PAPUA","KABUPATEN MIMIKA","JITA","10","2021","0.4521","SANGAT TERTINGGAL","0.2167","0.6334","0.5063","10","2020","0.4990","TERTINGGAL","0.2417","0.6000","0.6554","10"
