"RANKING","STATUS","ID_PROV","ID_KAB","ID_KEC","NAMA_PROV","NAMA_KAB","NAMA_KEC","TOTAL_DESA","YEAR_NOW","IDM_NOW","STATUS_NOW","IKS_NOW","IKE_NOW","IKL_NOW","JML_DESA_NOW","YEAR_PREV","IDM_PREV","STATUS_PREV","IKS_PREV","IKE_PREV","IKL_PREV","JML_DESA_PREV"
"1975","BERKEMBANG","12","1207","120705","SUMATERA UTARA","KABUPATEN DELI SERDANG","PANCUR BATU","25","2021","0.6981","BERKEMBANG","0.6487","0.6507","0.7950","25","2020","0.6935","BERKEMBANG","0.6513","0.6427","0.7865","25"
"1975","BERKEMBANG","35","3511","351109","JAWA TIMUR","KABUPATEN BONDOWOSO","WONOSARI","12","2021","0.6981","BERKEMBANG","0.6486","0.6500","0.7957","12","2020","0.6917","BERKEMBANG","0.6361","0.6500","0.7890","12"
"1975","BERKEMBANG","71","7109","710907","SULAWESI UTARA","KABUPATEN KEP. SIAU TAGULANDANG BIARO","BIARO","5","2021","0.6981","BERKEMBANG","0.4700","0.8667","0.7577","5","2020","0.6978","BERKEMBANG","0.4667","0.8667","0.7600","5"
"1975","BERKEMBANG","33","3324","332410","JAWA TENGAH","KABUPATEN KENDAL","PEGANDON","12","2021","0.6981","BERKEMBANG","0.6736","0.6111","0.8095","12","2020","0.6841","BERKEMBANG","0.6403","0.6167","0.7952","12"
"1979","BERKEMBANG","14","1407","140718","RIAU","KABUPATEN ROKAN HILIR","BALAI JAYA","9","2021","0.6980","BERKEMBANG","0.5815","0.7111","0.8013","9","2020","0.6928","BERKEMBANG","0.5704","0.7111","0.7968","9"
"1980","BERKEMBANG","32","3208","320822","JAWA BARAT","KABUPATEN KUNINGAN","PANCALANG","13","2021","0.6979","BERKEMBANG","0.6077","0.6667","0.8193","13","2020","0.6763","BERKEMBANG","0.5590","0.6616","0.8083","13"
"1980","BERKEMBANG","15","1509","150902","JAMBI","KABUPATEN TEBO","TEBO ILIR","10","2021","0.6979","BERKEMBANG","0.6117","0.7067","0.7754","10","2020","0.6925","BERKEMBANG","0.6167","0.6933","0.7674","10"
"1980","BERKEMBANG","11","1104","110417","ACEH","KABUPATEN ACEH TENGAH","LAUT TAWAR","18","2021","0.6979","BERKEMBANG","0.6481","0.6519","0.7937","18","2020","0.6737","BERKEMBANG","0.6472","0.6000","0.7740","18"
"1980","BERKEMBANG","72","7202","720218","SULAWESI TENGAH","KABUPATEN POSO","POSO PESISIR UTARA","10","2021","0.6979","BERKEMBANG","0.6300","0.6667","0.7972","10","2020","0.6679","BERKEMBANG","0.6017","0.6133","0.7886","10"
"1984","BERKEMBANG","71","7109","710904","SULAWESI UTARA","KABUPATEN KEP. SIAU TAGULANDANG BIARO","SIAU TIMUR SELATAN","14","2021","0.6978","BERKEMBANG","0.5381","0.8381","0.7171","14","2020","0.6888","BERKEMBANG","0.5333","0.8476","0.6853","14"
"1984","BERKEMBANG","33","3308","330801","JAWA TENGAH","KABUPATEN MAGELANG","SALAMAN","20","2021","0.6978","BERKEMBANG","0.6125","0.7300","0.7509","20","2020","0.6939","BERKEMBANG","0.6067","0.7300","0.7452","20"
"1984","BERKEMBANG","52","5207","520701","NUSA TENGGARA BARAT","KABUPATEN SUMBAWA BARAT","JEREWEH","4","2021","0.6978","BERKEMBANG","0.6000","0.6834","0.8100","4","2020","0.6724","BERKEMBANG","0.5375","0.7167","0.7629","4"
"1984","BERKEMBANG","13","1301","130108","SUMATERA BARAT","KABUPATEN PESISIR SELATAN","SUTERA","12","2021","0.6978","BERKEMBANG","0.6055","0.7389","0.7490","12","2020","0.6872","BERKEMBANG","0.6014","0.7222","0.7381","12"
"1984","BERKEMBANG","72","7202","720202","SULAWESI TENGAH","KABUPATEN POSO","POSO PESISIR","13","2021","0.6978","BERKEMBANG","0.5564","0.7590","0.7780","13","2020","0.6826","BERKEMBANG","0.5141","0.7692","0.7644","13"
"1989","BERKEMBANG","33","3319","331909","JAWA TENGAH","KABUPATEN KUDUS","DAWE","18","2021","0.6977","BERKEMBANG","0.6667","0.6222","0.8041","18","2020","0.6898","BERKEMBANG","0.6611","0.6148","0.7933","18"
"1989","BERKEMBANG","18","1813","181305","LAMPUNG","KABUPATEN PESISIR BARAT","KARYA PENGGAWA","12","2021","0.6977","BERKEMBANG","0.4653","0.8889","0.7390","12","2020","0.6630","BERKEMBANG","0.4472","0.8056","0.7362","12"
"1989","BERKEMBANG","71","7106","710601","SULAWESI UTARA","KABUPATEN MINAHASA UTARA","KEMA","10","2021","0.6977","BERKEMBANG","0.5700","0.7534","0.7697","10","2020","0.6686","BERKEMBANG","0.5700","0.6867","0.7492","10"
"1989","BERKEMBANG","18","1807","180704","LAMPUNG","KABUPATEN LAMPUNG TIMUR","PEKALONGAN","12","2021","0.6977","BERKEMBANG","0.6528","0.6056","0.8348","12","2020","0.6775","BERKEMBANG","0.6347","0.5667","0.8309","12"
"1993","BERKEMBANG","13","1307","130712","SUMATERA BARAT","KABUPATEN LIMA PULUH KOTA","BUKIK BARISAN","5","2021","0.6976","BERKEMBANG","0.7367","0.5733","0.7829","5","2020","0.6693","BERKEMBANG","0.6967","0.5467","0.7646","5"
"1993","BERKEMBANG","32","3206","320621","JAWA BARAT","KABUPATEN TASIKMALAYA","KARANG JAYA","4","2021","0.6976","BERKEMBANG","0.6166","0.6833","0.7929","4","2020","0.6939","BERKEMBANG","0.6208","0.6667","0.7943","4"
"1993","BERKEMBANG","81","8106","810604","MALUKU","KABUPATEN SERAM BAGIAN BARAT","HUAMUAL BELAKANG","7","2021","0.6976","BERKEMBANG","0.4905","0.8572","0.7453","7","2020","0.6837","BERKEMBANG","0.4714","0.8572","0.7224","7"
"1993","BERKEMBANG","32","3211","321112","JAWA BARAT","KABUPATEN SUMEDANG","SUKASARI","7","2021","0.6976","BERKEMBANG","0.5762","0.7143","0.8024","7","2020","0.6951","BERKEMBANG","0.5738","0.7238","0.7877","7"
"1993","BERKEMBANG","16","1605","160509","SUMATERA SELATAN","KABUPATEN MUSI RAWAS","MUARA BELITI","11","2021","0.6976","BERKEMBANG","0.6167","0.6849","0.7912","11","2020","0.6938","BERKEMBANG","0.6076","0.6849","0.7891","11"
"1993","BERKEMBANG","32","3211","321123","JAWA BARAT","KABUPATEN SUMEDANG","CISARUA","7","2021","0.6976","BERKEMBANG","0.6547","0.6381","0.8000","7","2020","0.6872","BERKEMBANG","0.6381","0.6381","0.7853","7"
"1993","BERKEMBANG","73","7308","730809","SULAWESI SELATAN","KABUPATEN BONE","BAREBBO","17","2021","0.6976","BERKEMBANG","0.5873","0.7765","0.7291","17","2020","0.6394","BERKEMBANG","0.5667","0.6275","0.7240","17"
"1993","BERKEMBANG","35","3528","352813","JAWA TIMUR","KABUPATEN PAMEKASAN","PASEAN","9","2021","0.6976","BERKEMBANG","0.6204","0.7111","0.7613","9","2020","0.7087","MAJU","0.6074","0.7556","0.7632","9"
"2001","BERKEMBANG","35","3514","351418","JAWA TIMUR","KABUPATEN PASURUAN","GONDANGWETAN","19","2021","0.6975","BERKEMBANG","0.6632","0.6527","0.7768","19","2020","0.6799","BERKEMBANG","0.6386","0.6421","0.7591","19"
"2001","BERKEMBANG","33","3305","330501","JAWA TENGAH","KABUPATEN KEBUMEN","AYAH","18","2021","0.6975","BERKEMBANG","0.6472","0.6519","0.7933","18","2020","0.6729","BERKEMBANG","0.6583","0.5852","0.7752","18"
"2001","BERKEMBANG","13","1305","130510","SUMATERA BARAT","KABUPATEN PADANG PARIAMAN","ULAKAN TAPAKIH","8","2021","0.6975","BERKEMBANG","0.5854","0.8000","0.7072","8","2020","0.6916","BERKEMBANG","0.5646","0.7917","0.7186","8"
"2004","BERKEMBANG","35","3520","352009","JAWA TIMUR","KABUPATEN MAGETAN","SUKOMORO","13","2021","0.6974","BERKEMBANG","0.6256","0.6667","0.8000","13","2020","0.6889","BERKEMBANG","0.6128","0.6667","0.7873","13"
"2004","BERKEMBANG","32","3207","320729","JAWA BARAT","KABUPATEN CIAMIS","CIMARAGAS","5","2021","0.6974","BERKEMBANG","0.6833","0.5733","0.8354","5","2020","0.6930","BERKEMBANG","0.6667","0.5733","0.8388","5"
"2006","BERKEMBANG","62","6203","620313","KALIMANTAN TENGAH","KABUPATEN KAPUAS","TAMBAN CATUR","10","2021","0.6973","BERKEMBANG","0.6517","0.6733","0.7668","10","2020","0.6846","BERKEMBANG","0.6283","0.6733","0.7520","10"
"2006","BERKEMBANG","32","3215","321520","JAWA BARAT","KABUPATEN KARAWANG","TEMPURAN","14","2021","0.6973","BERKEMBANG","0.6762","0.6334","0.7825","14","2020","0.6855","BERKEMBANG","0.6357","0.6476","0.7731","14"
"2008","BERKEMBANG","33","3318","331807","JAWA TENGAH","KABUPATEN PATI","BATANGAN","18","2021","0.6972","BERKEMBANG","0.6917","0.6259","0.7740","18","2020","0.6822","BERKEMBANG","0.6769","0.6000","0.7698","18"
"2008","BERKEMBANG","35","3520","352015","JAWA TIMUR","KABUPATEN MAGETAN","KARTOHARJO","12","2021","0.6972","BERKEMBANG","0.6514","0.6445","0.7957","12","2020","0.6791","BERKEMBANG","0.6042","0.6611","0.7719","12"
"2008","BERKEMBANG","13","1301","130107","SUMATERA BARAT","KABUPATEN PESISIR SELATAN","KOTO XI TARUSAN","23","2021","0.6972","BERKEMBANG","0.6601","0.6667","0.7647","23","2020","0.6819","BERKEMBANG","0.6493","0.6522","0.7444","23"
"2008","BERKEMBANG","63","6301","630110","KALIMANTAN SELATAN","KABUPATEN TANAH LAUT","BAJUIN","9","2021","0.6972","BERKEMBANG","0.5907","0.6889","0.8121","9","2020","0.6827","BERKEMBANG","0.5278","0.7037","0.8165","9"
"2008","BERKEMBANG","16","1602","160213","SUMATERA SELATAN","KABUPATEN OGAN KOMERING ILIR","LEMPUING","19","2021","0.6972","BERKEMBANG","0.6447","0.6386","0.8084","19","2020","0.6952","BERKEMBANG","0.6298","0.6491","0.8066","19"
"2008","BERKEMBANG","17","1701","170104","BENGKULU","KABUPATEN BENGKULU SELATAN","MANNA","17","2021","0.6972","BERKEMBANG","0.5716","0.7726","0.7476","17","2020","0.6636","BERKEMBANG","0.5480","0.7020","0.7408","17"
"2014","BERKEMBANG","35","3526","352613","JAWA TIMUR","KABUPATEN BANGKALAN","TANAH MERAH","23","2021","0.6971","BERKEMBANG","0.6899","0.6493","0.7523","23","2020","0.6715","BERKEMBANG","0.6333","0.6551","0.7260","23"
"2014","BERKEMBANG","13","1305","130509","SUMATERA BARAT","KABUPATEN PADANG PARIAMAN","IV KOTO AUR MALINTANG","5","2021","0.6971","BERKEMBANG","0.6700","0.6133","0.8080","5","2020","0.6831","BERKEMBANG","0.6500","0.6267","0.7726","5"
"2014","BERKEMBANG","14","1408","140809","RIAU","KABUPATEN SIAK","KOTO GASIB","11","2021","0.6971","BERKEMBANG","0.5939","0.6849","0.8125","11","2020","0.6803","BERKEMBANG","0.5864","0.6546","0.8000","11"
"2014","BERKEMBANG","33","3327","332702","JAWA TENGAH","KABUPATEN PEMALANG","PULOSARI","12","2021","0.6971","BERKEMBANG","0.6556","0.6833","0.7524","12","2020","0.6969","BERKEMBANG","0.6500","0.6889","0.7519","12"
"2018","BERKEMBANG","15","1502","150205","JAMBI","KABUPATEN MERANGIN","TABIR","6","2021","0.6970","BERKEMBANG","0.6000","0.7445","0.7467","6","2020","0.6871","BERKEMBANG","0.5778","0.7445","0.7391","6"
"2018","BERKEMBANG","17","1708","170806","BENGKULU","KABUPATEN KEPAHIANG","KEBAWETAN","14","2021","0.6970","BERKEMBANG","0.5952","0.7476","0.7482","14","2020","0.6753","BERKEMBANG","0.5869","0.6953","0.7437","14"
"2018","BERKEMBANG","16","1602","160222","SUMATERA SELATAN","KABUPATEN OGAN KOMERING ILIR","LEMPUING JAYA","16","2021","0.6970","BERKEMBANG","0.6354","0.6667","0.7889","16","2020","0.6930","BERKEMBANG","0.6156","0.6709","0.7925","16"
"2021","BERKEMBANG","73","7309","730904","SULAWESI SELATAN","KABUPATEN MAROS","MAROS BARU","4","2021","0.6969","BERKEMBANG","0.6250","0.6500","0.8157","4","2020","0.6578","BERKEMBANG","0.5792","0.6000","0.7943","4"
"2021","BERKEMBANG","35","3508","350805","JAWA TIMUR","KABUPATEN LUMAJANG","TEMPEH","13","2021","0.6969","BERKEMBANG","0.6231","0.6513","0.8163","13","2020","0.6875","BERKEMBANG","0.6128","0.6462","0.8035","13"
"2023","BERKEMBANG","14","1409","140902","RIAU","KABUPATEN KUANTAN SINGINGI","KUANTAN TENGAH","20","2021","0.6968","BERKEMBANG","0.6358","0.6567","0.7980","20","2020","0.6797","BERKEMBANG","0.6125","0.6433","0.7831","20"
"2023","BERKEMBANG","52","5203","520320","NUSA TENGGARA BARAT","KABUPATEN LOMBOK TIMUR","JEROWARU","15","2021","0.6968","BERKEMBANG","0.5667","0.7645","0.7592","15","2020","0.6707","BERKEMBANG","0.5244","0.7556","0.7322","15"
"2023","BERKEMBANG","32","3208","320821","JAWA BARAT","KABUPATEN KUNINGAN","CIPICUNG","10","2021","0.6968","BERKEMBANG","0.6467","0.6533","0.7903","10","2020","0.6718","BERKEMBANG","0.5817","0.6600","0.7737","10"
"2023","BERKEMBANG","35","3514","351416","JAWA TIMUR","KABUPATEN PASURUAN","KRATON","25","2021","0.6968","BERKEMBANG","0.6373","0.6800","0.7730","25","2020","0.6841","BERKEMBANG","0.6293","0.6560","0.7671","25"
"2023","BERKEMBANG","33","3315","331504","JAWA TENGAH","KABUPATEN GROBOGAN","TOROH","16","2021","0.6968","BERKEMBANG","0.6771","0.6375","0.7757","16","2020","0.6925","BERKEMBANG","0.6646","0.6375","0.7754","16"
"2028","BERKEMBANG","61","6107","610701","KALIMANTAN BARAT","KABUPATEN BENGKAYANG","SUNGAI RAYA","5","2021","0.6967","BERKEMBANG","0.5933","0.6533","0.8434","5","2020","0.6967","BERKEMBANG","0.5933","0.6533","0.8434","5"
"2028","BERKEMBANG","32","3212","321222","JAWA BARAT","KABUPATEN INDRAMAYU","BONGAS","8","2021","0.6967","BERKEMBANG","0.5583","0.7083","0.8236","8","2020","0.6733","BERKEMBANG","0.5708","0.6334","0.8157","8"
"2028","BERKEMBANG","13","1307","130708","SUMATERA BARAT","KABUPATEN LIMA PULUH KOTA","GUNUANG OMEH","3","2021","0.6967","BERKEMBANG","0.6666","0.6445","0.7790","3","2020","0.6942","BERKEMBANG","0.6833","0.6222","0.7771","3"
"2028","BERKEMBANG","63","6304","630415","KALIMANTAN SELATAN","KABUPATEN BARITO KUALA","MARABAHAN","8","2021","0.6967","BERKEMBANG","0.5750","0.7417","0.7736","8","2020","0.6612","BERKEMBANG","0.5812","0.6417","0.7607","8"
"2028","BERKEMBANG","17","1703","170312","BENGKULU","KABUPATEN BENGKULU UTARA","KETAHUN","11","2021","0.6967","BERKEMBANG","0.6061","0.6909","0.7932","11","2020","0.6957","BERKEMBANG","0.6046","0.6909","0.7917","11"
"2028","BERKEMBANG","11","1114","111403","ACEH","KABUPATEN ACEH JAYA","SETIA BHAKTI","13","2021","0.6967","BERKEMBANG","0.5179","0.8410","0.7310","13","2020","0.6648","BERKEMBANG","0.5038","0.7692","0.7213","13"
"2028","BERKEMBANG","71","7104","710408","SULAWESI UTARA","KABUPATEN KEPULAUAN TALAUD","GEMEH","15","2021","0.6967","BERKEMBANG","0.5289","0.8089","0.7524","15","2020","0.6808","BERKEMBANG","0.4933","0.8089","0.7402","15"
"2035","BERKEMBANG","33","3323","332302","JAWA TENGAH","KABUPATEN TEMANGGUNG","TEMBARAK","13","2021","0.6966","BERKEMBANG","0.5782","0.7385","0.7732","13","2020","0.6658","BERKEMBANG","0.5679","0.6564","0.7732","13"
"2035","BERKEMBANG","35","3514","351411","JAWA TIMUR","KABUPATEN PASURUAN","PANDAAN","14","2021","0.6966","BERKEMBANG","0.6024","0.6667","0.8208","14","2020","0.6827","BERKEMBANG","0.5845","0.6476","0.8159","14"
"2035","BERKEMBANG","35","3504","350407","JAWA TIMUR","KABUPATEN TULUNGAGUNG","SENDANG","11","2021","0.6966","BERKEMBANG","0.6773","0.6546","0.7579","11","2020","0.6868","BERKEMBANG","0.6500","0.6485","0.7621","11"
"2035","BERKEMBANG","63","6307","630702","KALIMANTAN SELATAN","KABUPATEN HULU SUNGAI TENGAH","BATU BENAWA","14","2021","0.6966","BERKEMBANG","0.6428","0.6429","0.8041","14","2020","0.6616","BERKEMBANG","0.5774","0.6524","0.7551","14"
"2039","BERKEMBANG","19","1906","190606","KEPULAUAN BANGKA BELITUNG","KABUPATEN BELITUNG TIMUR","SIMPANG RENGGIANG","4","2021","0.6965","BERKEMBANG","0.5667","0.7000","0.8228","4","2020","0.6755","BERKEMBANG","0.5583","0.6667","0.8014","4"
"2040","BERKEMBANG","33","3325","332509","JAWA TENGAH","KABUPATEN BATANG","SUBAH","17","2021","0.6964","BERKEMBANG","0.6431","0.6353","0.8107","17","2020","0.6929","BERKEMBANG","0.6412","0.6392","0.7983","17"
"2040","BERKEMBANG","33","3312","331203","JAWA TENGAH","KABUPATEN WONOGIRI","GIRIWOYO","14","2021","0.6964","BERKEMBANG","0.6583","0.6619","0.7690","14","2020","0.6943","BERKEMBANG","0.6429","0.6667","0.7735","14"
"2040","BERKEMBANG","81","8104","810403","MALUKU","KABUPATEN BURU","WAEAPO","7","2021","0.6964","BERKEMBANG","0.6191","0.6286","0.8416","7","2020","0.6875","BERKEMBANG","0.6119","0.6286","0.8221","7"
"2040","BERKEMBANG","63","6309","630903","KALIMANTAN SELATAN","KABUPATEN TABALONG","TANTA","14","2021","0.6964","BERKEMBANG","0.5833","0.6905","0.8155","14","2020","0.6788","BERKEMBANG","0.5667","0.6714","0.7984","14"
"2040","BERKEMBANG","35","3509","350914","JAWA TIMUR","KABUPATEN JEMBER","PANTI","7","2021","0.6964","BERKEMBANG","0.6309","0.7048","0.7535","7","2020","0.6932","BERKEMBANG","0.6309","0.6952","0.7535","7"
"2040","BERKEMBANG","61","6108","610807","KALIMANTAN BARAT","KABUPATEN LANDAK","SENGAH TEMILA","14","2021","0.6964","BERKEMBANG","0.6202","0.6905","0.7784","14","2020","0.6398","BERKEMBANG","0.5440","0.6238","0.7514","14"
"2046","BERKEMBANG","33","3309","330902","JAWA TENGAH","KABUPATEN BOYOLALI","AMPEL","10","2021","0.6963","BERKEMBANG","0.6433","0.6467","0.7989","10","2020","0.6883","BERKEMBANG","0.6417","0.6467","0.7766","10"
"2046","BERKEMBANG","19","1904","190404","KEPULAUAN BANGKA BELITUNG","KABUPATEN BANGKA TENGAH","SIMPANG KATIS","10","2021","0.6963","BERKEMBANG","0.6200","0.6667","0.8023","10","2020","0.6927","BERKEMBANG","0.6183","0.6667","0.7931","10"
"2046","BERKEMBANG","33","3322","332202","JAWA TENGAH","KABUPATEN SEMARANG","TENGARAN","15","2021","0.6963","BERKEMBANG","0.7067","0.5644","0.8179","15","2020","0.6930","BERKEMBANG","0.7100","0.5511","0.8179","15"
"2046","BERKEMBANG","35","3512","351203","JAWA TIMUR","KABUPATEN SITUBONDO","SUBOH","8","2021","0.6963","BERKEMBANG","0.7021","0.5917","0.7950","8","2020","0.6977","BERKEMBANG","0.6813","0.6167","0.7950","8"
"2046","BERKEMBANG","33","3322","332207","JAWA TENGAH","KABUPATEN SEMARANG","BANYUBIRU","10","2021","0.6963","BERKEMBANG","0.6517","0.6600","0.7771","10","2020","0.6834","BERKEMBANG","0.6483","0.6333","0.7686","10"
"2046","BERKEMBANG","35","3524","352413","JAWA TIMUR","KABUPATEN LAMONGAN","PUCUK","17","2021","0.6963","BERKEMBANG","0.6833","0.6275","0.7782","17","2020","0.6903","BERKEMBANG","0.6716","0.6196","0.7798","17"
"2046","BERKEMBANG","63","6307","630705","KALIMANTAN SELATAN","KABUPATEN HULU SUNGAI TENGAH","PANDAWAN","21","2021","0.6963","BERKEMBANG","0.5698","0.7587","0.7603","21","2020","0.6702","BERKEMBANG","0.5540","0.7080","0.7488","21"
"2046","BERKEMBANG","33","3323","332310","JAWA TENGAH","KABUPATEN TEMANGGUNG","JUMO","13","2021","0.6963","BERKEMBANG","0.5808","0.7385","0.7697","13","2020","0.6897","BERKEMBANG","0.6000","0.7077","0.7613","13"
"2046","BERKEMBANG","33","3325","332515","JAWA TENGAH","KABUPATEN BATANG","BANYUPUTIH","11","2021","0.6963","BERKEMBANG","0.6273","0.6849","0.7766","11","2020","0.6921","BERKEMBANG","0.6227","0.6849","0.7688","11"
"2055","BERKEMBANG","81","8106","810605","MALUKU","KABUPATEN SERAM BAGIAN BARAT","AMALATU","7","2021","0.6962","BERKEMBANG","0.5714","0.7524","0.7649","7","2020","0.6738","BERKEMBANG","0.5571","0.7524","0.7118","7"
"2055","BERKEMBANG","16","1610","161014","SUMATERA SELATAN","KABUPATEN OGAN ILIR","RAMBANG KUANG","13","2021","0.6962","BERKEMBANG","0.6051","0.7128","0.7706","13","2020","0.6687","BERKEMBANG","0.5859","0.6616","0.7587","13"
"2055","BERKEMBANG","36","3604","360428","BANTEN","KABUPATEN SERANG","PABUARAN","8","2021","0.6962","BERKEMBANG","0.5958","0.6750","0.8178","8","2020","0.6778","BERKEMBANG","0.5687","0.6667","0.7978","8"
"2055","BERKEMBANG","18","1809","180902","LAMPUNG","KABUPATEN PESAWARAN","NEGERI KATON","19","2021","0.6962","BERKEMBANG","0.6009","0.6667","0.8210","19","2020","0.6823","BERKEMBANG","0.5886","0.6526","0.8057","19"
"2059","BERKEMBANG","13","1307","130707","SUMATERA BARAT","KABUPATEN LIMA PULUH KOTA","KAPUR IX","7","2021","0.6961","BERKEMBANG","0.6381","0.6762","0.7739","7","2020","0.6698","BERKEMBANG","0.5952","0.6762","0.7380","7"
"2059","BERKEMBANG","36","3604","360430","BANTEN","KABUPATEN SERANG","ANYAR","12","2021","0.6961","BERKEMBANG","0.5403","0.7889","0.7590","12","2020","0.6922","BERKEMBANG","0.5375","0.7778","0.7614","12"
"2061","BERKEMBANG","32","3215","321516","JAWA BARAT","KABUPATEN KARAWANG","TIRTAMULYA","10","2021","0.6960","BERKEMBANG","0.6683","0.6334","0.7863","10","2020","0.6668","BERKEMBANG","0.6400","0.6067","0.7537","10"
"2062","BERKEMBANG","35","3506","350612","JAWA TIMUR","KABUPATEN KEDIRI","GAMPENGREJO","11","2021","0.6959","BERKEMBANG","0.6606","0.6727","0.7543","11","2020","0.6989","BERKEMBANG","0.6439","0.7030","0.7496","11"
"2062","BERKEMBANG","32","3205","320533","JAWA BARAT","KABUPATEN GARUT","PAKENJENG","13","2021","0.6959","BERKEMBANG","0.6705","0.6308","0.7864","13","2020","0.6765","BERKEMBANG","0.6603","0.5949","0.7745","13"
"2064","BERKEMBANG","33","3318","331811","JAWA TENGAH","KABUPATEN PATI","GABUS","24","2021","0.6958","BERKEMBANG","0.5854","0.7694","0.7326","24","2020","0.6828","BERKEMBANG","0.5854","0.7472","0.7157","24"
"2064","BERKEMBANG","33","3315","331507","JAWA TENGAH","KABUPATEN GROBOGAN","KRADENAN","14","2021","0.6958","BERKEMBANG","0.6405","0.6524","0.7947","14","2020","0.6916","BERKEMBANG","0.6393","0.6476","0.7878","14"
"2064","BERKEMBANG","52","5205","520503","NUSA TENGGARA BARAT","KABUPATEN DOMPU","HU'U","8","2021","0.6958","BERKEMBANG","0.5938","0.7250","0.7686","8","2020","0.6977","BERKEMBANG","0.5938","0.7250","0.7743","8"
"2064","BERKEMBANG","32","3216","321614","JAWA BARAT","KABUPATEN BEKASI","SUKAKARYA","7","2021","0.6958","BERKEMBANG","0.6357","0.5619","0.8898","7","2020","0.6798","BERKEMBANG","0.6048","0.5619","0.8727","7"
"2068","BERKEMBANG","33","3309","330913","JAWA TENGAH","KABUPATEN BOYOLALI","SIMO","13","2021","0.6957","BERKEMBANG","0.6385","0.6513","0.7974","13","2020","0.6759","BERKEMBANG","0.6180","0.6462","0.7635","13"
"2068","BERKEMBANG","75","7502","750205","GORONTALO","KABUPATEN BOALEMO","MANANGGU","9","2021","0.6957","BERKEMBANG","0.6296","0.7037","0.7536","9","2020","0.6837","BERKEMBANG","0.6185","0.6815","0.7511","9"
"2070","BERKEMBANG","73","7318","731813","SULAWESI SELATAN","KABUPATEN TANA TORAJA","SANGALLA","3","2021","0.6956","BERKEMBANG","0.6944","0.6667","0.7257","3","2020","0.6664","BERKEMBANG","0.5611","0.7333","0.7048","3"
"2070","BERKEMBANG","75","7501","750103","GORONTALO","KABUPATEN GORONTALO","BATUDAA","8","2021","0.6956","BERKEMBANG","0.6083","0.6334","0.8450","8","2020","0.6880","BERKEMBANG","0.6104","0.6250","0.8286","8"
"2070","BERKEMBANG","32","3213","321302","JAWA BARAT","KABUPATEN SUBANG","CISALAK","9","2021","0.6956","BERKEMBANG","0.5741","0.7259","0.7867","9","2020","0.6678","BERKEMBANG","0.5482","0.7111","0.7441","9"
"2070","BERKEMBANG","13","1302","130208","SUMATERA BARAT","KABUPATEN SOLOK","BUKIT SUNDI","5","2021","0.6956","BERKEMBANG","0.6600","0.6666","0.7600","5","2020","0.6977","BERKEMBANG","0.6567","0.6800","0.7566","5"
"2074","BERKEMBANG","32","3206","320632","JAWA BARAT","KABUPATEN TASIKMALAYA","CISAYONG","13","2021","0.6955","BERKEMBANG","0.6346","0.6615","0.7903","13","2020","0.6940","BERKEMBANG","0.6218","0.6769","0.7833","13"
"2074","BERKEMBANG","63","6304","630410","KALIMANTAN SELATAN","KABUPATEN BARITO KUALA","BAKUMPAI","8","2021","0.6955","BERKEMBANG","0.6042","0.6917","0.7907","8","2020","0.6199","BERKEMBANG","0.5250","0.5583","0.7764","8"
"2074","BERKEMBANG","52","5203","520316","NUSA TENGGARA BARAT","KABUPATEN LOMBOK TIMUR","SUWELA","8","2021","0.6955","BERKEMBANG","0.6479","0.6250","0.8136","8","2020","0.6854","BERKEMBANG","0.6062","0.6833","0.7664","8"
"2074","BERKEMBANG","15","1505","150502","JAMBI","KABUPATEN MUARO JAMBI","SEKERNAN","15","2021","0.6955","BERKEMBANG","0.6367","0.6578","0.7920","15","2020","0.6587","BERKEMBANG","0.5967","0.6178","0.7615","15"
"2078","BERKEMBANG","63","6305","630507","KALIMANTAN SELATAN","KABUPATEN TAPIN","BAKARANGAN","12","2021","0.6954","BERKEMBANG","0.6375","0.6944","0.7543","12","2020","0.6710","BERKEMBANG","0.5625","0.6833","0.7671","12"
"2078","BERKEMBANG","18","1807","180708","LAMPUNG","KABUPATEN LAMPUNG TIMUR","PURBOLINGGO","12","2021","0.6954","BERKEMBANG","0.6111","0.6500","0.8252","12","2020","0.6771","BERKEMBANG","0.5722","0.6500","0.8091","12"
"2078","BERKEMBANG","81","8103","810305","MALUKU","KABUPATEN MALUKU TENGGARA BARAT","TANIMBAR UTARA","8","2021","0.6954","BERKEMBANG","0.5104","0.8000","0.7757","8","2020","0.6812","BERKEMBANG","0.4958","0.7833","0.7643","8"
"2078","BERKEMBANG","11","1173","117301","ACEH","KOTA LHOKSEUMAWE","MUARA DUA","17","2021","0.6954","BERKEMBANG","0.5863","0.7294","0.7704","17","2020","0.6954","BERKEMBANG","0.5863","0.7294","0.7704","17"
"2078","BERKEMBANG","71","7101","710119","SULAWESI UTARA","KABUPATEN BOLAANG MONGONDOW","PASSI BARAT","13","2021","0.6954","BERKEMBANG","0.6372","0.6718","0.7771","13","2020","0.6793","BERKEMBANG","0.6256","0.6667","0.7455","13"
"2078","BERKEMBANG","32","3201","320118","JAWA BARAT","KABUPATEN BOGOR","RUMPIN","14","2021","0.6954","BERKEMBANG","0.6143","0.6429","0.8290","14","2020","0.6782","BERKEMBANG","0.5917","0.6429","0.8000","14"
